# FGCom-mumble Far-Field Radiation Pattern
# Frequency: 14.0 MHz
# Altitude: 11050 m
# Format: Theta Phi Gain_dBi H_Polarization V_Polarization
# Theta: Elevation angle (0-180 degrees)
# Phi: Azimuth angle (0-360 degrees)
# Gain: Antenna gain in dBi
# H_Polarization: Horizontal polarization component
# V_Polarization: Vertical polarization component
0.00 0.00 308.23 0.0 1.0
5.00 0.00 308.01 0.0 1.0
10.00 0.00 307.79 0.0 1.0
15.00 0.00 307.58 0.0 1.0
20.00 0.00 307.37 0.0 1.0
25.00 0.00 307.17 0.0 1.0
30.00 0.00 306.96 0.0 1.0
35.00 0.00 306.76 0.0 1.0
40.00 0.00 306.54 0.0 1.0
45.00 0.00 306.31 0.5 0.5
50.00 0.00 306.06 0.5 0.5
55.00 0.00 305.76 0.5 0.5
60.00 0.00 305.38 0.5 0.5
65.00 0.00 304.88 0.5 0.5
70.00 0.00 304.18 0.5 0.5
75.00 0.00 303.10 0.5 0.5
80.00 0.00 301.21 0.5 0.5
85.00 0.00 297.10 0.5 0.5
90.00 0.00 94.61 0.5 0.5
0.00 10.00 308.10 0.0 1.0
5.00 10.00 307.87 0.0 1.0
10.00 10.00 307.65 0.0 1.0
15.00 10.00 307.43 0.0 1.0
20.00 10.00 307.22 0.0 1.0
25.00 10.00 307.02 0.0 1.0
30.00 10.00 306.81 0.0 1.0
35.00 10.00 306.60 0.0 1.0
40.00 10.00 306.39 0.0 1.0
45.00 10.00 306.16 0.5 0.5
50.00 10.00 305.90 0.5 0.5
55.00 10.00 305.60 0.5 0.5
60.00 10.00 305.22 0.5 0.5
65.00 10.00 304.72 0.5 0.5
70.00 10.00 304.02 0.5 0.5
75.00 10.00 302.93 0.5 0.5
80.00 10.00 301.05 0.5 0.5
85.00 10.00 296.94 0.5 0.5
90.00 10.00 94.45 0.5 0.5
0.00 20.00 307.70 0.0 1.0
5.00 20.00 307.47 0.0 1.0
10.00 20.00 307.25 0.0 1.0
15.00 20.00 307.04 0.0 1.0
20.00 20.00 306.83 0.0 1.0
25.00 20.00 306.63 0.0 1.0
30.00 20.00 306.43 0.0 1.0
35.00 20.00 306.22 0.0 1.0
40.00 20.00 306.01 0.0 1.0
45.00 20.00 305.78 0.5 0.5
50.00 20.00 305.52 0.5 0.5
55.00 20.00 305.21 0.5 0.5
60.00 20.00 304.83 0.5 0.5
65.00 20.00 304.32 0.5 0.5
70.00 20.00 303.61 0.5 0.5
75.00 20.00 302.53 0.5 0.5
80.00 20.00 300.64 0.5 0.5
85.00 20.00 296.53 0.5 0.5
90.00 20.00 94.04 0.5 0.5
0.00 30.00 306.99 0.0 1.0
5.00 30.00 306.77 0.0 1.0
10.00 30.00 306.55 0.0 1.0
15.00 30.00 306.35 0.0 1.0
20.00 30.00 306.16 0.0 1.0
25.00 30.00 305.98 0.0 1.0
30.00 30.00 305.79 0.0 1.0
35.00 30.00 305.59 0.0 1.0
40.00 30.00 305.39 0.0 1.0
45.00 30.00 305.16 0.5 0.5
50.00 30.00 304.90 0.5 0.5
55.00 30.00 304.59 0.5 0.5
60.00 30.00 304.20 0.5 0.5
65.00 30.00 303.69 0.5 0.5
70.00 30.00 302.97 0.5 0.5
75.00 30.00 301.88 0.5 0.5
80.00 30.00 299.99 0.5 0.5
85.00 30.00 295.87 0.5 0.5
90.00 30.00 93.38 0.5 0.5
0.00 40.00 305.92 0.0 1.0
5.00 40.00 305.71 0.0 1.0
10.00 40.00 305.51 0.0 1.0
15.00 40.00 305.33 0.0 1.0
20.00 40.00 305.16 0.0 1.0
25.00 40.00 305.00 0.0 1.0
30.00 40.00 304.83 0.0 1.0
35.00 40.00 304.66 0.0 1.0
40.00 40.00 304.47 0.0 1.0
45.00 40.00 304.26 0.5 0.5
50.00 40.00 304.01 0.5 0.5
55.00 40.00 303.71 0.5 0.5
60.00 40.00 303.32 0.5 0.5
65.00 40.00 302.81 0.5 0.5
70.00 40.00 302.10 0.5 0.5
75.00 40.00 301.00 0.5 0.5
80.00 40.00 299.10 0.5 0.5
85.00 40.00 294.99 0.5 0.5
90.00 40.00 92.49 0.5 0.5
0.00 50.00 304.40 0.0 1.0
5.00 50.00 304.20 0.0 1.0
10.00 50.00 304.02 0.0 1.0
15.00 50.00 303.86 0.0 1.0
20.00 50.00 303.72 0.0 1.0
25.00 50.00 303.59 0.0 1.0
30.00 50.00 303.46 0.0 1.0
35.00 50.00 303.32 0.0 1.0
40.00 50.00 303.17 0.0 1.0
