# FGCom-mumble Far-Field Radiation Pattern
# Frequency: 3.4 MHz
# Altitude: 3000 m
# Format: Theta Phi Gain_dBi H_Polarization V_Polarization
# Theta: Elevation angle (0-180 degrees)
# Phi: Azimuth angle (0-360 degrees)
# Gain: Antenna gain in dBi
# H_Polarization: Horizontal polarization component
# V_Polarization: Vertical polarization component
0 0 .48 0.0 1.0
0 10 .48 0.0 1.0
0 20 .48 0.0 1.0
0 30 .48 0.0 1.0
0 40 .48 0.0 1.0
0 50 .48 0.0 1.0
0 60 .48 0.0 1.0
0 70 .48 0.0 1.0
0 80 .48 0.0 1.0
0 90 .48 0.0 1.0
0 100 .48 0.0 1.0
0 110 .48 0.0 1.0
0 120 .48 0.0 1.0
0 130 .48 0.0 1.0
0 140 .48 0.0 1.0
0 150 .48 0.0 1.0
0 160 .48 0.0 1.0
0 170 .48 0.0 1.0
0 180 .48 0.0 1.0
0 190 .48 0.0 1.0
0 200 .48 0.0 1.0
0 210 .48 0.0 1.0
0 220 .48 0.0 1.0
0 230 .48 0.0 1.0
0 240 .48 0.0 1.0
0 250 .48 0.0 1.0
0 260 .48 0.0 1.0
0 270 .48 0.0 1.0
0 280 .48 0.0 1.0
0 290 .48 0.0 1.0
0 300 .48 0.0 1.0
0 310 .48 0.0 1.0
0 320 .48 0.0 1.0
0 330 .48 0.0 1.0
0 340 .48 0.0 1.0
0 350 .48 0.0 1.0
5 0 .48 0.0 1.0
5 10 .48 0.0 1.0
5 20 .48 0.0 1.0
5 30 .48 0.0 1.0
5 40 .48 0.0 1.0
5 50 .48 0.0 1.0
5 60 .48 0.0 1.0
5 70 .48 0.0 1.0
5 80 .48 0.0 1.0
5 90 .48 0.0 1.0
5 100 .48 0.0 1.0
5 110 .48 0.0 1.0
5 120 .48 0.0 1.0
5 130 .48 0.0 1.0
5 140 .48 0.0 1.0
5 150 .48 0.0 1.0
5 160 .48 0.0 1.0
5 170 .48 0.0 1.0
5 180 .48 0.0 1.0
5 190 .48 0.0 1.0
5 200 .48 0.0 1.0
5 210 .48 0.0 1.0
5 220 .48 0.0 1.0
5 230 .48 0.0 1.0
5 240 .48 0.0 1.0
5 250 .48 0.0 1.0
5 260 .48 0.0 1.0
5 270 .48 0.0 1.0
5 280 .48 0.0 1.0
5 290 .48 0.0 1.0
5 300 .48 0.0 1.0
5 310 .48 0.0 1.0
5 320 .48 0.0 1.0
5 330 .48 0.0 1.0
5 340 .48 0.0 1.0
5 350 .48 0.0 1.0
10 0 .48 0.0 1.0
10 10 .48 0.0 1.0
10 20 .48 0.0 1.0
10 30 .48 0.0 1.0
10 40 .48 0.0 1.0
10 50 .48 0.0 1.0
10 60 .48 0.0 1.0
10 70 .48 0.0 1.0
10 80 .48 0.0 1.0
10 90 .48 0.0 1.0
10 100 .48 0.0 1.0
10 110 .48 0.0 1.0
10 120 .48 0.0 1.0
10 130 .48 0.0 1.0
10 140 .48 0.0 1.0
10 150 .48 0.0 1.0
10 160 .48 0.0 1.0
10 170 .48 0.0 1.0
10 180 .48 0.0 1.0
10 190 .48 0.0 1.0
10 200 .48 0.0 1.0
10 210 .48 0.0 1.0
10 220 .48 0.0 1.0
10 230 .48 0.0 1.0
10 240 .48 0.0 1.0
10 250 .48 0.0 1.0
10 260 .48 0.0 1.0
10 270 .48 0.0 1.0
10 280 .48 0.0 1.0
10 290 .48 0.0 1.0
10 300 .48 0.0 1.0
10 310 .48 0.0 1.0
10 320 .48 0.0 1.0
10 330 .48 0.0 1.0
10 340 .48 0.0 1.0
10 350 .48 0.0 1.0
15 0 .48 0.0 1.0
15 10 .48 0.0 1.0
15 20 .48 0.0 1.0
15 30 .48 0.0 1.0
15 40 .48 0.0 1.0
15 50 .48 0.0 1.0
15 60 .48 0.0 1.0
15 70 .48 0.0 1.0
15 80 .48 0.0 1.0
15 90 .48 0.0 1.0
15 100 .48 0.0 1.0
15 110 .48 0.0 1.0
15 120 .48 0.0 1.0
15 130 .48 0.0 1.0
15 140 .48 0.0 1.0
15 150 .48 0.0 1.0
15 160 .48 0.0 1.0
15 170 .48 0.0 1.0
15 180 .48 0.0 1.0
