# FGCom-mumble Far-Field Radiation Pattern
# Frequency: 3.0 MHz
# Antenna: T-55 Soviet MBT - Primary VHF-FM R-123M Tactical Whip
# Vehicle: Soviet Main Battle Tank (Warsaw Pact standard)
# Height: 2.5m above ground (turret-mounted)
# Ground Plane: Steel armor hull (Soviet grade steel)
# Type: Soviet HF Command (R-130)
# Format: Theta Phi Gain_dBi H_Polarization V_Polarization
# Theta: Elevation angle (0-180 degrees)
# Phi: Azimuth angle (0-360 degrees)
# Gain: Antenna gain in dBi
# H_Polarization: Horizontal polarization component
# V_Polarization: Vertical polarization component
0 0 .28 0.1 0.9
0 10 .28 0.1 0.9
0 20 .28 0.1 0.9
0 30 .28 0.1 0.9
0 40 .28 0.1 0.9
0 50 .28 0.1 0.9
0 60 .28 0.1 0.9
0 70 .28 0.1 0.9
0 80 .28 0.1 0.9
0 90 .28 0.1 0.9
0 100 .28 0.1 0.9
0 110 .28 0.1 0.9
0 120 .28 0.1 0.9
0 130 .28 0.1 0.9
0 140 .28 0.1 0.9
0 150 .28 0.1 0.9
0 160 .28 0.1 0.9
0 170 .28 0.1 0.9
0 180 .28 0.1 0.9
0 190 .28 0.1 0.9
0 200 .28 0.1 0.9
0 210 .28 0.1 0.9
0 220 .28 0.1 0.9
0 230 .28 0.1 0.9
0 240 .28 0.1 0.9
0 250 .28 0.1 0.9
0 260 .28 0.1 0.9
0 270 .28 0.1 0.9
0 280 .28 0.1 0.9
0 290 .28 0.1 0.9
0 300 .28 0.1 0.9
0 310 .28 0.1 0.9
0 320 .28 0.1 0.9
0 330 .28 0.1 0.9
0 340 .28 0.1 0.9
0 350 .28 0.1 0.9
5 0 .28 0.1 0.9
5 10 .28 0.1 0.9
5 20 .28 0.1 0.9
5 30 .28 0.1 0.9
5 40 .28 0.1 0.9
5 50 .28 0.1 0.9
5 60 .28 0.1 0.9
5 70 .28 0.1 0.9
5 80 .28 0.1 0.9
5 90 .28 0.1 0.9
5 100 .28 0.1 0.9
5 110 .28 0.1 0.9
5 120 .28 0.1 0.9
5 130 .28 0.1 0.9
5 140 .28 0.1 0.9
5 150 .28 0.1 0.9
5 160 .28 0.1 0.9
5 170 .28 0.1 0.9
5 180 .28 0.1 0.9
5 190 .28 0.1 0.9
5 200 .28 0.1 0.9
5 210 .28 0.1 0.9
5 220 .28 0.1 0.9
5 230 .28 0.1 0.9
5 240 .28 0.1 0.9
5 250 .28 0.1 0.9
5 260 .28 0.1 0.9
5 270 .28 0.1 0.9
5 280 .28 0.1 0.9
5 290 .28 0.1 0.9
5 300 .28 0.1 0.9
5 310 .28 0.1 0.9
5 320 .28 0.1 0.9
5 330 .28 0.1 0.9
5 340 .28 0.1 0.9
5 350 .28 0.1 0.9
10 0 .28 0.1 0.9
10 10 .28 0.1 0.9
10 20 .28 0.1 0.9
10 30 .28 0.1 0.9
10 40 .28 0.1 0.9
10 50 .28 0.1 0.9
10 60 .28 0.1 0.9
10 70 .28 0.1 0.9
10 80 .28 0.1 0.9
10 90 .28 0.1 0.9
10 100 .28 0.1 0.9
10 110 .28 0.1 0.9
10 120 .28 0.1 0.9
10 130 .28 0.1 0.9
10 140 .28 0.1 0.9
10 150 .28 0.1 0.9
10 160 .28 0.1 0.9
10 170 .28 0.1 0.9
10 180 .28 0.1 0.9
10 190 .28 0.1 0.9
10 200 .28 0.1 0.9
10 210 .28 0.1 0.9
10 220 .28 0.1 0.9
10 230 .28 0.1 0.9
10 240 .28 0.1 0.9
10 250 .28 0.1 0.9
10 260 .28 0.1 0.9
10 270 .28 0.1 0.9
10 280 .28 0.1 0.9
10 290 .28 0.1 0.9
10 300 .28 0.1 0.9
10 310 .28 0.1 0.9
10 320 .28 0.1 0.9
10 330 .28 0.1 0.9
10 340 .28 0.1 0.9
10 350 .28 0.1 0.9
15 0 .28 0.1 0.9
15 10 .28 0.1 0.9
15 20 .28 0.1 0.9
15 30 .28 0.1 0.9
15 40 .28 0.1 0.9
15 50 .28 0.1 0.9
15 60 .28 0.1 0.9
15 70 .28 0.1 0.9
15 80 .28 0.1 0.9
15 90 .28 0.1 0.9
15 100 .28 0.1 0.9
15 110 .28 0.1 0.9
15 120 .28 0.1 0.9
15 130 .28 0.1 0.9
15 140 .28 0.1 0.9
15 150 .28 0.1 0.9
15 160 .28 0.1 0.9
15 170 .28 0.1 0.9
15 180 .28 0.1 0.9
15 190 .28 0.1 0.9
15 200 .28 0.1 0.9
15 210 .28 0.1 0.9
15 220 .28 0.1 0.9
15 230 .28 0.1 0.9
15 240 .28 0.1 0.9
15 250 .28 0.1 0.9
15 260 .28 0.1 0.9
15 270 .28 0.1 0.9
15 280 .28 0.1 0.9
15 290 .28 0.1 0.9
15 300 .28 0.1 0.9
15 310 .28 0.1 0.9
15 320 .28 0.1 0.9
15 330 .28 0.1 0.9
15 340 .28 0.1 0.9
15 350 .28 0.1 0.9
20 0 .28 0.1 0.9
20 10 .28 0.1 0.9
20 20 .28 0.1 0.9
20 30 .28 0.1 0.9
20 40 .28 0.1 0.9
20 50 .28 0.1 0.9
20 60 .28 0.1 0.9
20 70 .28 0.1 0.9
20 80 .28 0.1 0.9
20 90 .28 0.1 0.9
20 100 .28 0.1 0.9
20 110 .28 0.1 0.9
20 120 .28 0.1 0.9
20 130 .28 0.1 0.9
20 140 .28 0.1 0.9
20 150 .28 0.1 0.9
20 160 .28 0.1 0.9
20 170 .28 0.1 0.9
20 180 .28 0.1 0.9
20 190 .28 0.1 0.9
20 200 .28 0.1 0.9
20 210 .28 0.1 0.9
20 220 .28 0.1 0.9
20 230 .28 0.1 0.9
20 240 .28 0.1 0.9
20 250 .28 0.1 0.9
20 260 .28 0.1 0.9
20 270 .28 0.1 0.9
20 280 .28 0.1 0.9
20 290 .28 0.1 0.9
20 300 .28 0.1 0.9
20 310 .28 0.1 0.9
20 320 .28 0.1 0.9
20 330 .28 0.1 0.9
20 340 .28 0.1 0.9
20 350 .28 0.1 0.9
25 0 .12 0.1 0.9
25 10 .12 0.1 0.9
25 20 .12 0.1 0.9
25 30 .12 0.1 0.9
25 40 .12 0.1 0.9
25 50 .12 0.1 0.9
25 60 .12 0.1 0.9
25 70 .12 0.1 0.9
25 80 .12 0.1 0.9
25 90 .12 0.1 0.9
25 100 .12 0.1 0.9
25 110 .12 0.1 0.9
25 120 .12 0.1 0.9
25 130 .12 0.1 0.9
25 140 .12 0.1 0.9
25 150 .12 0.1 0.9
25 160 .12 0.1 0.9
