# FGCom-mumble Far-Field Radiation Pattern
# Frequency: 50.0 MHz
# Antenna: 80m Square Loop (82m total length)
# Height: 10m above ground
# Format: Theta Phi Gain_dBi H_Polarization V_Polarization
# Theta: Elevation angle (0-180 degrees)
# Phi: Azimuth angle (0-360 degrees)
# Gain: Antenna gain in dBi
# H_Polarization: Horizontal polarization component
# V_Polarization: Vertical polarization component
0 0 42.84 0.7 0.3
0 10 42.84 0.7 0.3
0 20 42.84 0.7 0.3
0 30 42.84 0.7 0.3
0 40 42.84 0.7 0.3
0 50 42.84 0.7 0.3
0 60 42.84 0.7 0.3
0 70 42.84 0.7 0.3
0 80 42.84 0.7 0.3
0 90 42.84 0.7 0.3
0 100 42.84 0.7 0.3
0 110 42.84 0.7 0.3
0 120 42.84 0.7 0.3
0 130 42.84 0.7 0.3
0 140 42.84 0.7 0.3
0 150 42.84 0.7 0.3
0 160 42.84 0.7 0.3
0 170 42.84 0.7 0.3
0 180 42.84 0.7 0.3
0 190 42.84 0.7 0.3
0 200 42.84 0.7 0.3
0 210 42.84 0.7 0.3
0 220 42.84 0.7 0.3
0 230 42.84 0.7 0.3
0 240 42.84 0.7 0.3
0 250 42.84 0.7 0.3
0 260 42.84 0.7 0.3
0 270 42.84 0.7 0.3
0 280 42.84 0.7 0.3
0 290 42.84 0.7 0.3
0 300 42.84 0.7 0.3
0 310 42.84 0.7 0.3
0 320 42.84 0.7 0.3
0 330 42.84 0.7 0.3
0 340 42.84 0.7 0.3
0 350 42.84 0.7 0.3
5 0 42.84 0.7 0.3
5 10 42.84 0.7 0.3
5 20 42.84 0.7 0.3
5 30 42.84 0.7 0.3
5 40 42.84 0.7 0.3
5 50 42.84 0.7 0.3
5 60 42.84 0.7 0.3
5 70 42.84 0.7 0.3
5 80 42.84 0.7 0.3
5 90 42.84 0.7 0.3
5 100 42.84 0.7 0.3
5 110 42.84 0.7 0.3
5 120 42.84 0.7 0.3
5 130 42.84 0.7 0.3
5 140 42.84 0.7 0.3
5 150 42.84 0.7 0.3
5 160 42.84 0.7 0.3
5 170 42.84 0.7 0.3
5 180 42.84 0.7 0.3
5 190 42.84 0.7 0.3
5 200 42.84 0.7 0.3
5 210 42.84 0.7 0.3
5 220 42.84 0.7 0.3
5 230 42.84 0.7 0.3
5 240 42.84 0.7 0.3
5 250 42.84 0.7 0.3
5 260 42.84 0.7 0.3
5 270 42.84 0.7 0.3
5 280 42.84 0.7 0.3
5 290 42.84 0.7 0.3
5 300 42.84 0.7 0.3
5 310 42.84 0.7 0.3
5 320 42.84 0.7 0.3
5 330 42.84 0.7 0.3
5 340 42.84 0.7 0.3
5 350 42.84 0.7 0.3
10 0 42.84 0.7 0.3
10 10 42.84 0.7 0.3
10 20 42.84 0.7 0.3
10 30 42.84 0.7 0.3
10 40 42.84 0.7 0.3
10 50 42.84 0.7 0.3
10 60 42.84 0.7 0.3
10 70 42.84 0.7 0.3
10 80 42.84 0.7 0.3
10 90 42.84 0.7 0.3
10 100 42.84 0.7 0.3
10 110 42.84 0.7 0.3
10 120 42.84 0.7 0.3
10 130 42.84 0.7 0.3
10 140 42.84 0.7 0.3
10 150 42.84 0.7 0.3
10 160 42.84 0.7 0.3
10 170 42.84 0.7 0.3
10 180 42.84 0.7 0.3
10 190 42.84 0.7 0.3
10 200 42.84 0.7 0.3
10 210 42.84 0.7 0.3
10 220 42.84 0.7 0.3
10 230 42.84 0.7 0.3
10 240 42.84 0.7 0.3
10 250 42.84 0.7 0.3
10 260 42.84 0.7 0.3
10 270 42.84 0.7 0.3
10 280 42.84 0.7 0.3
10 290 42.84 0.7 0.3
10 300 42.84 0.7 0.3
10 310 42.84 0.7 0.3
10 320 42.84 0.7 0.3
10 330 42.84 0.7 0.3
10 340 42.84 0.7 0.3
10 350 42.84 0.7 0.3
15 0 42.84 0.7 0.3
15 10 42.84 0.7 0.3
15 20 42.84 0.7 0.3
15 30 42.84 0.7 0.3
15 40 42.84 0.7 0.3
15 50 42.84 0.7 0.3
15 60 42.84 0.7 0.3
15 70 42.84 0.7 0.3
15 80 42.84 0.7 0.3
15 90 42.84 0.7 0.3
15 100 42.84 0.7 0.3
15 110 42.84 0.7 0.3
15 120 42.84 0.7 0.3
15 130 42.84 0.7 0.3
15 140 42.84 0.7 0.3
15 150 42.84 0.7 0.3
15 160 42.84 0.7 0.3
15 170 42.84 0.7 0.3
15 180 42.84 0.7 0.3
15 190 42.84 0.7 0.3
15 200 42.84 0.7 0.3
15 210 42.84 0.7 0.3
15 220 42.84 0.7 0.3
