# FGCom-mumble Far-Field Radiation Pattern
# Frequency: 18.1 MHz
# Altitude: 9050 m
# Format: Theta Phi Gain_dBi H_Polarization V_Polarization
# Theta: Elevation angle (0-180 degrees)
# Phi: Azimuth angle (0-360 degrees)
# Gain: Antenna gain in dBi
# H_Polarization: Horizontal polarization component
# V_Polarization: Vertical polarization component
0.00 0.00 -38.25 0.0 1.0
5.00 0.00 -40.74 0.0 1.0
10.00 0.00 -43.58 0.0 1.0
15.00 0.00 -44.14 0.0 1.0
20.00 0.00 -40.94 0.0 1.0
25.00 0.00 -37.40 0.0 1.0
30.00 0.00 -34.52 0.0 1.0
35.00 0.00 -32.22 0.0 1.0
40.00 0.00 -30.38 0.0 1.0
45.00 0.00 -28.89 0.5 0.5
50.00 0.00 -27.72 0.5 0.5
55.00 0.00 -26.83 0.5 0.5
60.00 0.00 -26.23 0.5 0.5
65.00 0.00 -25.95 0.5 0.5
70.00 0.00 -26.06 0.5 0.5
75.00 0.00 -26.73 0.5 0.5
80.00 0.00 -28.38 0.5 0.5
85.00 0.00 -32.46 0.5 0.5
90.00 0.00 -999.99 0.5 0.5
0.00 10.00 -38.56 0.0 1.0
5.00 10.00 -40.95 0.0 1.0
10.00 10.00 -43.47 0.0 1.0
15.00 10.00 -43.67 0.0 1.0
20.00 10.00 -40.65 0.0 1.0
25.00 10.00 -37.29 0.0 1.0
30.00 10.00 -34.49 0.0 1.0
35.00 10.00 -32.23 0.0 1.0
40.00 10.00 -30.40 0.0 1.0
45.00 10.00 -28.92 0.5 0.5
50.00 10.00 -27.75 0.5 0.5
55.00 10.00 -26.85 0.5 0.5
60.00 10.00 -26.25 0.5 0.5
65.00 10.00 -25.96 0.5 0.5
70.00 10.00 -26.06 0.5 0.5
75.00 10.00 -26.73 0.5 0.5
80.00 10.00 -28.38 0.5 0.5
85.00 10.00 -32.45 0.5 0.5
90.00 10.00 -999.99 0.5 0.5
0.00 20.00 -39.17 0.0 1.0
5.00 20.00 -41.20 0.0 1.0
10.00 20.00 -43.04 0.0 1.0
15.00 20.00 -42.87 0.0 1.0
20.00 20.00 -40.32 0.0 1.0
25.00 20.00 -37.30 0.0 1.0
30.00 20.00 -34.65 0.0 1.0
35.00 20.00 -32.44 0.0 1.0
40.00 20.00 -30.61 0.0 1.0
45.00 20.00 -29.11 0.5 0.5
50.00 20.00 -27.91 0.5 0.5
55.00 20.00 -26.98 0.5 0.5
60.00 20.00 -26.35 0.5 0.5
65.00 20.00 -26.04 0.5 0.5
70.00 20.00 -26.12 0.5 0.5
75.00 20.00 -26.77 0.5 0.5
80.00 20.00 -28.40 0.5 0.5
85.00 20.00 -32.47 0.5 0.5
90.00 20.00 -999.99 0.5 0.5
0.00 30.00 -40.10 0.0 1.0
5.00 30.00 -41.52 0.0 1.0
10.00 30.00 -42.43 0.0 1.0
15.00 30.00 -41.88 0.0 1.0
20.00 30.00 -39.84 0.0 1.0
25.00 30.00 -37.30 0.0 1.0
30.00 30.00 -34.88 0.0 1.0
35.00 30.00 -32.76 0.0 1.0
40.00 30.00 -30.94 0.0 1.0
45.00 30.00 -29.41 0.5 0.5
50.00 30.00 -28.17 0.5 0.5
55.00 30.00 -27.21 0.5 0.5
60.00 30.00 -26.53 0.5 0.5
65.00 30.00 -26.18 0.5 0.5
70.00 30.00 -26.23 0.5 0.5
75.00 30.00 -26.85 0.5 0.5
80.00 30.00 -28.47 0.5 0.5
85.00 30.00 -32.53 0.5 0.5
90.00 30.00 -999.99 0.5 0.5
0.00 40.00 -41.43 0.0 1.0
5.00 40.00 -41.97 0.0 1.0
10.00 40.00 -41.84 0.0 1.0
15.00 40.00 -40.86 0.0 1.0
20.00 40.00 -39.18 0.0 1.0
25.00 40.00 -37.14 0.0 1.0
30.00 40.00 -35.06 0.0 1.0
35.00 40.00 -33.09 0.0 1.0
40.00 40.00 -31.32 0.0 1.0
45.00 40.00 -29.79 0.5 0.5
50.00 40.00 -28.51 0.5 0.5
55.00 40.00 -27.50 0.5 0.5
60.00 40.00 -26.78 0.5 0.5
65.00 40.00 -26.38 0.5 0.5
70.00 40.00 -26.40 0.5 0.5
75.00 40.00 -26.99 0.5 0.5
80.00 40.00 -28.59 0.5 0.5
85.00 40.00 -32.63 0.5 0.5
90.00 40.00 -999.99 0.5 0.5
0.00 50.00 -43.32 0.0 1.0
5.00 50.00 -42.60 0.0 1.0
10.00 50.00 -41.40 0.0 1.0
15.00 50.00 -40.00 0.0 1.0
20.00 50.00 -38.48 0.0 1.0
25.00 50.00 -36.84 0.0 1.0
30.00 50.00 -35.12 0.0 1.0
35.00 50.00 -33.38 0.0 1.0
40.00 50.00 -31.72 0.0 1.0
45.00 50.00 -30.21 0.5 0.5
50.00 50.00 -28.91 0.5 0.5
55.00 50.00 -27.86 0.5 0.5
60.00 50.00 -27.09 0.5 0.5
65.00 50.00 -26.65 0.5 0.5
70.00 50.00 -26.63 0.5 0.5
75.00 50.00 -27.19 0.5 0.5
80.00 50.00 -28.77 0.5 0.5
85.00 50.00 -32.80 0.5 0.5
90.00 50.00 -999.99 0.5 0.5
0.00 60.00 -46.04 0.0 1.0
5.00 60.00 -43.51 0.0 1.0
10.00 60.00 -41.24 0.0 1.0
15.00 60.00 -39.42 0.0 1.0
20.00 60.00 -37.92 0.0 1.0
25.00 60.00 -36.54 0.0 1.0
30.00 60.00 -35.13 0.0 1.0
35.00 60.00 -33.65 0.0 1.0
40.00 60.00 -32.13 0.0 1.0
45.00 60.00 -30.67 0.5 0.5
50.00 60.00 -29.36 0.5 0.5
55.00 60.00 -28.27 0.5 0.5
60.00 60.00 -27.46 0.5 0.5
65.00 60.00 -26.98 0.5 0.5
70.00 60.00 -26.92 0.5 0.5
75.00 60.00 -27.45 0.5 0.5
80.00 60.00 -29.01 0.5 0.5
85.00 60.00 -33.03 0.5 0.5
90.00 60.00 -999.99 0.5 0.5
0.00 70.00 -50.22 0.0 1.0
5.00 70.00 -44.77 0.0 1.0
10.00 70.00 -41.42 0.0 1.0
15.00 70.00 -39.22 0.0 1.0
20.00 70.00 -37.66 0.0 1.0
25.00 70.00 -36.41 0.0 1.0
30.00 70.00 -35.22 0.0 1.0
35.00 70.00 -33.95 0.0 1.0
40.00 70.00 -32.56 0.0 1.0
45.00 70.00 -31.16 0.5 0.5
50.00 70.00 -29.85 0.5 0.5
55.00 70.00 -28.73 0.5 0.5
60.00 70.00 -27.87 0.5 0.5
65.00 70.00 -27.35 0.5 0.5
70.00 70.00 -27.26 0.5 0.5
75.00 70.00 -27.77 0.5 0.5
80.00 70.00 -29.31 0.5 0.5
85.00 70.00 -33.32 0.5 0.5
90.00 70.00 -999.99 0.5 0.5
0.00 80.00 -56.54 0.0 1.0
5.00 80.00 -46.31 0.0 1.0
10.00 80.00 -41.99 0.0 1.0
15.00 80.00 -39.44 0.0 1.0
20.00 80.00 -37.77 0.0 1.0
25.00 80.00 -36.55 0.0 1.0
30.00 80.00 -35.47 0.0 1.0
35.00 80.00 -34.33 0.0 1.0
40.00 80.00 -33.04 0.0 1.0
45.00 80.00 -31.67 0.5 0.5
50.00 80.00 -30.34 0.5 0.5
55.00 80.00 -29.19 0.5 0.5
60.00 80.00 -28.30 0.5 0.5
65.00 80.00 -27.75 0.5 0.5
70.00 80.00 -27.63 0.5 0.5
75.00 80.00 -28.12 0.5 0.5
80.00 80.00 -29.64 0.5 0.5
85.00 80.00 -33.64 0.5 0.5
90.00 80.00 -999.99 0.5 0.5
0.00 90.00 -54.06 0.0 1.0
5.00 90.00 -47.52 0.0 1.0
10.00 90.00 -42.82 0.0 1.0
15.00 90.00 -40.04 0.0 1.0
20.00 90.00 -38.25 0.0 1.0
25.00 90.00 -36.99 0.0 1.0
30.00 90.00 -35.92 0.0 1.0
35.00 90.00 -34.80 0.0 1.0
40.00 90.00 -33.52 0.0 1.0
45.00 90.00 -32.14 0.5 0.5
50.00 90.00 -30.80 0.5 0.5
55.00 90.00 -29.61 0.5 0.5
60.00 90.00 -28.70 0.5 0.5
65.00 90.00 -28.12 0.5 0.5
70.00 90.00 -27.98 0.5 0.5
75.00 90.00 -28.46 0.5 0.5
80.00 90.00 -29.97 0.5 0.5
85.00 90.00 -33.97 0.5 0.5
90.00 90.00 -999.99 0.5 0.5
0.00 100.00 -48.41 0.0 1.0
5.00 100.00 -47.06 0.0 1.0
10.00 100.00 -43.49 0.0 1.0
15.00 100.00 -40.80 0.0 1.0
20.00 100.00 -38.96 0.0 1.0
25.00 100.00 -37.61 0.0 1.0
30.00 100.00 -36.45 0.0 1.0
35.00 100.00 -35.25 0.0 1.0
40.00 100.00 -33.90 0.0 1.0
45.00 100.00 -32.48 0.5 0.5
50.00 100.00 -31.12 0.5 0.5
55.00 100.00 -29.92 0.5 0.5
60.00 100.00 -29.00 0.5 0.5
65.00 100.00 -28.42 0.5 0.5
70.00 100.00 -28.28 0.5 0.5
75.00 100.00 -28.75 0.5 0.5
80.00 100.00 -30.27 0.5 0.5
85.00 100.00 -34.26 0.5 0.5
90.00 100.00 -999.99 0.5 0.5
0.00 110.00 -44.89 0.0 1.0
5.00 110.00 -44.92 0.0 1.0
10.00 110.00 -43.15 0.0 1.0
15.00 110.00 -41.12 0.0 1.0
20.00 110.00 -39.43 0.0 1.0
25.00 110.00 -38.03 0.0 1.0
30.00 110.00 -36.74 0.0 1.0
35.00 110.00 -35.41 0.0 1.0
40.00 110.00 -34.00 0.0 1.0
45.00 110.00 -32.56 0.5 0.5
50.00 110.00 -31.21 0.5 0.5
55.00 110.00 -30.05 0.5 0.5
60.00 110.00 -29.16 0.5 0.5
65.00 110.00 -28.60 0.5 0.5
70.00 110.00 -28.48 0.5 0.5
75.00 110.00 -28.97 0.5 0.5
80.00 110.00 -30.49 0.5 0.5
85.00 110.00 -34.49 0.5 0.5
90.00 110.00 -999.99 0.5 0.5
0.00 120.00 -42.53 0.0 1.0
5.00 120.00 -42.47 0.0 1.0
10.00 120.00 -41.59 0.0 1.0
15.00 120.00 -40.32 0.0 1.0
20.00 120.00 -38.99 0.0 1.0
25.00 120.00 -37.69 0.0 1.0
30.00 120.00 -36.39 0.0 1.0
35.00 120.00 -35.03 0.0 1.0
40.00 120.00 -33.63 0.0 1.0
45.00 120.00 -32.27 0.5 0.5
50.00 120.00 -31.01 0.5 0.5
55.00 120.00 -29.94 0.5 0.5
60.00 120.00 -29.12 0.5 0.5
65.00 120.00 -28.63 0.5 0.5
70.00 120.00 -28.55 0.5 0.5
75.00 120.00 -29.07 0.5 0.5
80.00 120.00 -30.62 0.5 0.5
85.00 120.00 -34.63 0.5 0.5
90.00 120.00 -999.99 0.5 0.5
0.00 130.00 -40.88 0.0 1.0
5.00 130.00 -40.37 0.0 1.0
10.00 130.00 -39.60 0.0 1.0
15.00 130.00 -38.65 0.0 1.0
20.00 130.00 -37.60 0.0 1.0
25.00 130.00 -36.49 0.0 1.0
30.00 130.00 -35.31 0.0 1.0
35.00 130.00 -34.07 0.0 1.0
40.00 130.00 -32.82 0.0 1.0
45.00 130.00 -31.62 0.5 0.5
50.00 130.00 -30.52 0.5 0.5
55.00 130.00 -29.59 0.5 0.5
60.00 130.00 -28.89 0.5 0.5
65.00 130.00 -28.48 0.5 0.5
70.00 130.00 -28.47 0.5 0.5
75.00 130.00 -29.04 0.5 0.5
80.00 130.00 -30.62 0.5 0.5
85.00 130.00 -34.65 0.5 0.5
90.00 130.00 -999.99 0.5 0.5
0.00 140.00 -39.70 0.0 1.0
5.00 140.00 -38.74 0.0 1.0
10.00 140.00 -37.80 0.0 1.0
15.00 140.00 -36.86 0.0 1.0
20.00 140.00 -35.90 0.0 1.0
25.00 140.00 -34.91 0.0 1.0
30.00 140.00 -33.88 0.0 1.0
35.00 140.00 -32.82 0.0 1.0
40.00 140.00 -31.77 0.0 1.0
45.00 140.00 -30.75 0.5 0.5
50.00 140.00 -29.83 0.5 0.5
55.00 140.00 -29.06 0.5 0.5
60.00 140.00 -28.49 0.5 0.5
65.00 140.00 -28.19 0.5 0.5
70.00 140.00 -28.26 0.5 0.5
75.00 140.00 -28.89 0.5 0.5
80.00 140.00 -30.50 0.5 0.5
85.00 140.00 -34.56 0.5 0.5
90.00 140.00 -999.99 0.5 0.5
0.00 150.00 -38.90 0.0 1.0
5.00 150.00 -37.56 0.0 1.0
10.00 150.00 -36.40 0.0 1.0
15.00 150.00 -35.37 0.0 1.0
20.00 150.00 -34.41 0.0 1.0
25.00 150.00 -33.48 0.0 1.0
30.00 150.00 -32.55 0.0 1.0
35.00 150.00 -31.62 0.0 1.0
40.00 150.00 -30.72 0.0 1.0
45.00 150.00 -29.87 0.5 0.5
50.00 150.00 -29.10 0.5 0.5
55.00 150.00 -28.47 0.5 0.5
60.00 150.00 -28.02 0.5 0.5
65.00 150.00 -27.82 0.5 0.5
70.00 150.00 -27.97 0.5 0.5
75.00 150.00 -28.65 0.5 0.5
80.00 150.00 -30.31 0.5 0.5
85.00 150.00 -34.39 0.5 0.5
90.00 150.00 -999.99 0.5 0.5
0.00 160.00 -38.41 0.0 1.0
5.00 160.00 -36.77 0.0 1.0
10.00 160.00 -35.44 0.0 1.0
15.00 160.00 -34.32 0.0 1.0
20.00 160.00 -33.33 0.0 1.0
25.00 160.00 -32.41 0.0 1.0
30.00 160.00 -31.53 0.0 1.0
35.00 160.00 -30.68 0.0 1.0
40.00 160.00 -29.88 0.0 1.0
45.00 160.00 -29.13 0.5 0.5
50.00 160.00 -28.48 0.5 0.5
55.00 160.00 -27.94 0.5 0.5
60.00 160.00 -27.58 0.5 0.5
65.00 160.00 -27.46 0.5 0.5
70.00 160.00 -27.67 0.5 0.5
75.00 160.00 -28.40 0.5 0.5
80.00 160.00 -30.09 0.5 0.5
85.00 160.00 -34.19 0.5 0.5
90.00 160.00 -999.99 0.5 0.5
0.00 170.00 -38.20 0.0 1.0
5.00 170.00 -36.37 0.0 1.0
10.00 170.00 -34.93 0.0 1.0
15.00 170.00 -33.74 0.0 1.0
20.00 170.00 -32.71 0.0 1.0
25.00 170.00 -31.78 0.0 1.0
30.00 170.00 -30.92 0.0 1.0
35.00 170.00 -30.11 0.0 1.0
40.00 170.00 -29.36 0.0 1.0
45.00 170.00 -28.67 0.5 0.5
50.00 170.00 -28.07 0.5 0.5
55.00 170.00 -27.60 0.5 0.5
60.00 170.00 -27.29 0.5 0.5
65.00 170.00 -27.21 0.5 0.5
70.00 170.00 -27.46 0.5 0.5
75.00 170.00 -28.22 0.5 0.5
80.00 170.00 -29.93 0.5 0.5
85.00 170.00 -34.04 0.5 0.5
90.00 170.00 -999.99 0.5 0.5
0.00 180.00 -38.25 0.0 1.0
5.00 180.00 -36.34 0.0 1.0
10.00 180.00 -34.84 0.0 1.0
15.00 180.00 -33.61 0.0 1.0
20.00 180.00 -32.56 0.0 1.0
25.00 180.00 -31.62 0.0 1.0
30.00 180.00 -30.76 0.0 1.0
35.00 180.00 -29.95 0.0 1.0
40.00 180.00 -29.21 0.0 1.0
45.00 180.00 -28.54 0.5 0.5
50.00 180.00 -27.95 0.5 0.5
55.00 180.00 -27.50 0.5 0.5
60.00 180.00 -27.20 0.5 0.5
65.00 180.00 -27.14 0.5 0.5
70.00 180.00 -27.40 0.5 0.5
75.00 180.00 -28.17 0.5 0.5
80.00 180.00 -29.89 0.5 0.5
85.00 180.00 -34.00 0.5 0.5
90.00 180.00 -999.99 0.5 0.5
0.00 190.00 -38.56 0.0 1.0
5.00 190.00 -36.69 0.0 1.0
10.00 190.00 -35.20 0.0 1.0
15.00 190.00 -33.97 0.0 1.0
20.00 190.00 -32.91 0.0 1.0
25.00 190.00 -31.95 0.0 1.0
30.00 190.00 -31.06 0.0 1.0
35.00 190.00 -30.23 0.0 1.0
40.00 190.00 -29.46 0.0 1.0
45.00 190.00 -28.76 0.5 0.5
50.00 190.00 -28.15 0.5 0.5
55.00 190.00 -27.66 0.5 0.5
60.00 190.00 -27.35 0.5 0.5
65.00 190.00 -27.26 0.5 0.5
70.00 190.00 -27.51 0.5 0.5
75.00 190.00 -28.27 0.5 0.5
80.00 190.00 -29.97 0.5 0.5
85.00 190.00 -34.08 0.5 0.5
90.00 190.00 -999.99 0.5 0.5
0.00 200.00 -39.17 0.0 1.0
5.00 200.00 -37.45 0.0 1.0
10.00 200.00 -36.04 0.0 1.0
15.00 200.00 -34.83 0.0 1.0
20.00 200.00 -33.76 0.0 1.0
25.00 200.00 -32.77 0.0 1.0
30.00 200.00 -31.83 0.0 1.0
35.00 200.00 -30.94 0.0 1.0
40.00 200.00 -30.09 0.0 1.0
45.00 200.00 -29.31 0.5 0.5
50.00 200.00 -28.63 0.5 0.5
55.00 200.00 -28.07 0.5 0.5
60.00 200.00 -27.70 0.5 0.5
65.00 200.00 -27.56 0.5 0.5
70.00 200.00 -27.76 0.5 0.5
75.00 200.00 -28.49 0.5 0.5
