# FGCom-mumble Far-Field Radiation Pattern
# Frequency: 18.1 MHz
# Altitude: 6050 m
# Format: Theta Phi Gain_dBi H_Polarization V_Polarization
# Theta: Elevation angle (0-180 degrees)
# Phi: Azimuth angle (0-360 degrees)
# Gain: Antenna gain in dBi
# H_Polarization: Horizontal polarization component
# V_Polarization: Vertical polarization component
0.00 0.00 -5.94 0.0 1.0
5.00 0.00 -9.45 0.0 1.0
10.00 0.00 -18.61 0.0 1.0
15.00 0.00 -12.45 0.0 1.0
20.00 0.00 -6.34 0.0 1.0
25.00 0.00 -3.64 0.0 1.0
30.00 0.00 -1.85 0.0 1.0
35.00 0.00 -0.02 0.0 1.0
40.00 0.00 1.60 0.0 1.0
45.00 0.00 2.58 0.5 0.5
50.00 0.00 2.80 0.5 0.5
55.00 0.00 2.41 0.5 0.5
60.00 0.00 1.64 0.5 0.5
65.00 0.00 0.80 0.5 0.5
70.00 0.00 0.11 0.5 0.5
75.00 0.00 -0.40 0.5 0.5
80.00 0.00 -0.85 0.5 0.5
85.00 0.00 -1.36 0.5 0.5
90.00 0.00 -2.00 0.5 0.5
95.00 0.00 -2.73 0.5 0.5
100.00 0.00 -3.50 0.5 0.5
105.00 0.00 -4.22 0.5 0.5
110.00 0.00 -4.97 0.5 0.5
115.00 0.00 -6.02 0.5 0.5
120.00 0.00 -8.05 0.5 0.5
125.00 0.00 -12.71 0.5 0.5
130.00 0.00 -30.14 0.5 0.5
135.00 0.00 -11.49 0.5 0.5
140.00 0.00 -5.84 1.0 0.0
145.00 0.00 -3.61 1.0 0.0
150.00 0.00 -3.67 1.0 0.0
155.00 0.00 -5.66 1.0 0.0
160.00 0.00 -6.89 1.0 0.0
165.00 0.00 -4.60 1.0 0.0
170.00 0.00 -3.50 1.0 0.0
175.00 0.00 -5.72 1.0 0.0
180.00 0.00 -10.79 1.0 0.0
0.00 10.00 -6.07 0.0 1.0
5.00 10.00 -9.59 0.0 1.0
10.00 10.00 -18.82 0.0 1.0
15.00 10.00 -13.27 0.0 1.0
20.00 10.00 -6.87 0.0 1.0
25.00 10.00 -4.05 0.0 1.0
30.00 10.00 -2.19 0.0 1.0
35.00 10.00 -0.33 0.0 1.0
40.00 10.00 1.31 0.0 1.0
45.00 10.00 2.31 0.5 0.5
50.00 10.00 2.57 0.5 0.5
55.00 10.00 2.19 0.5 0.5
60.00 10.00 1.44 0.5 0.5
65.00 10.00 0.60 0.5 0.5
70.00 10.00 -0.07 0.5 0.5
75.00 10.00 -0.54 0.5 0.5
80.00 10.00 -0.93 0.5 0.5
85.00 10.00 -1.38 0.5 0.5
90.00 10.00 -1.96 0.5 0.5
95.00 10.00 -2.65 0.5 0.5
100.00 10.00 -3.41 0.5 0.5
105.00 10.00 -4.18 0.5 0.5
110.00 10.00 -5.03 0.5 0.5
115.00 10.00 -6.25 0.5 0.5
120.00 10.00 -8.52 0.5 0.5
125.00 10.00 -13.61 0.5 0.5
130.00 10.00 -26.53 0.5 0.5
135.00 10.00 -11.19 0.5 0.5
140.00 10.00 -6.03 1.0 0.0
145.00 10.00 -4.04 1.0 0.0
150.00 10.00 -4.27 1.0 0.0
155.00 10.00 -6.28 1.0 0.0
160.00 10.00 -6.98 1.0 0.0
165.00 10.00 -4.55 1.0 0.0
170.00 10.00 -3.58 1.0 0.0
175.00 10.00 -5.88 1.0 0.0
180.00 10.00 -10.93 1.0 0.0
0.00 20.00 -6.48 0.0 1.0
5.00 20.00 -10.03 0.0 1.0
10.00 20.00 -19.21 0.0 1.0
15.00 20.00 -16.00 0.0 1.0
20.00 20.00 -8.57 0.0 1.0
25.00 20.00 -5.40 0.0 1.0
30.00 20.00 -3.36 0.0 1.0
35.00 20.00 -1.42 0.0 1.0
40.00 20.00 0.32 0.0 1.0
45.00 20.00 1.47 0.5 0.5
50.00 20.00 1.88 0.5 0.5
55.00 20.00 1.63 0.5 0.5
60.00 20.00 0.94 0.5 0.5
65.00 20.00 0.08 0.5 0.5
70.00 20.00 -0.62 0.5 0.5
75.00 20.00 -1.04 0.5 0.5
80.00 20.00 -1.29 0.5 0.5
85.00 20.00 -1.54 0.5 0.5
90.00 20.00 -1.92 0.5 0.5
95.00 20.00 -2.44 0.5 0.5
100.00 20.00 -3.10 0.5 0.5
105.00 20.00 -3.91 0.5 0.5
110.00 20.00 -4.95 0.5 0.5
115.00 20.00 -6.52 0.5 0.5
120.00 20.00 -9.25 0.5 0.5
125.00 20.00 -14.78 0.5 0.5
130.00 20.00 -20.02 0.5 0.5
135.00 20.00 -11.11 0.5 0.5
140.00 20.00 -7.00 1.0 0.0
145.00 20.00 -5.60 1.0 0.0
150.00 20.00 -6.23 1.0 0.0
155.00 20.00 -7.89 1.0 0.0
160.00 20.00 -6.90 1.0 0.0
165.00 20.00 -4.41 1.0 0.0
170.00 20.00 -3.85 1.0 0.0
175.00 20.00 -6.37 1.0 0.0
180.00 20.00 -11.33 1.0 0.0
0.00 30.00 -7.19 0.0 1.0
5.00 30.00 -10.83 0.0 1.0
10.00 30.00 -19.29 0.0 1.0
15.00 30.00 -21.34 0.0 1.0
20.00 30.00 -11.64 0.0 1.0
25.00 30.00 -8.00 0.0 1.0
30.00 30.00 -5.83 0.0 1.0
35.00 30.00 -3.83 0.0 1.0
40.00 30.00 -1.87 0.0 1.0
45.00 30.00 -0.37 0.5 0.5
50.00 30.00 0.47 0.5 0.5
55.00 30.00 0.62 0.5 0.5
60.00 30.00 0.22 0.5 0.5
65.00 30.00 -0.51 0.5 0.5
70.00 30.00 -1.27 0.5 0.5
75.00 30.00 -1.79 0.5 0.5
80.00 30.00 -2.00 0.5 0.5
85.00 30.00 -2.04 0.5 0.5
90.00 30.00 -2.12 0.5 0.5
95.00 30.00 -2.35 0.5 0.5
100.00 30.00 -2.80 0.5 0.5
105.00 30.00 -3.50 0.5 0.5
110.00 30.00 -4.58 0.5 0.5
115.00 30.00 -6.24 0.5 0.5
120.00 30.00 -8.81 0.5 0.5
125.00 30.00 -12.66 0.5 0.5
130.00 30.00 -15.09 0.5 0.5
135.00 30.00 -12.02 0.5 0.5
140.00 30.00 -9.44 1.0 0.0
145.00 30.00 -8.74 1.0 0.0
150.00 30.00 -9.25 1.0 0.0
155.00 30.00 -8.69 1.0 0.0
160.00 30.00 -6.16 1.0 0.0
165.00 30.00 -4.28 1.0 0.0
170.00 30.00 -4.36 1.0 0.0
175.00 30.00 -7.22 1.0 0.0
180.00 30.00 -12.04 1.0 0.0
0.00 40.00 -8.25 0.0 1.0
5.00 40.00 -12.13 0.0 1.0
10.00 40.00 -19.11 0.0 1.0
15.00 40.00 -22.16 0.0 1.0
20.00 40.00 -14.70 0.0 1.0
25.00 40.00 -11.31 0.0 1.0
30.00 40.00 -9.70 0.0 1.0
35.00 40.00 -8.44 0.0 1.0
40.00 40.00 -6.65 0.0 1.0
45.00 40.00 -4.61 0.5 0.5
50.00 40.00 -2.99 0.5 0.5
55.00 40.00 -2.02 0.5 0.5
60.00 40.00 -1.70 0.5 0.5
65.00 40.00 -1.87 0.5 0.5
70.00 40.00 -2.32 0.5 0.5
75.00 40.00 -2.78 0.5 0.5
80.00 40.00 -3.04 0.5 0.5
85.00 40.00 -3.08 0.5 0.5
90.00 40.00 -3.03 0.5 0.5
95.00 40.00 -3.06 0.5 0.5
100.00 40.00 -3.28 0.5 0.5
105.00 40.00 -3.79 0.5 0.5
110.00 40.00 -4.64 0.5 0.5
115.00 40.00 -5.90 0.5 0.5
120.00 40.00 -7.56 0.5 0.5
125.00 40.00 -9.40 0.5 0.5
130.00 40.00 -10.77 0.5 0.5
135.00 40.00 -11.07 0.5 0.5
140.00 40.00 -10.72 1.0 0.0
145.00 40.00 -10.16 1.0 0.0
150.00 40.00 -8.94 1.0 0.0
155.00 40.00 -6.96 1.0 0.0
160.00 40.00 -5.17 1.0 0.0
165.00 40.00 -4.41 1.0 0.0
170.00 40.00 -5.24 1.0 0.0
175.00 40.00 -8.48 1.0 0.0
180.00 40.00 -13.11 1.0 0.0
0.00 50.00 -9.78 0.0 1.0
5.00 50.00 -14.22 0.0 1.0
10.00 50.00 -19.30 0.0 1.0
15.00 50.00 -17.17 0.0 1.0
20.00 50.00 -13.35 0.0 1.0
25.00 50.00 -11.08 0.0 1.0
30.00 50.00 -10.18 0.0 1.0
35.00 50.00 -10.61 0.0 1.0
40.00 50.00 -12.35 0.0 1.0
45.00 50.00 -14.27 0.5 0.5
50.00 50.00 -13.15 0.5 0.5
55.00 50.00 -10.32 0.5 0.5
60.00 50.00 -8.17 0.5 0.5
65.00 50.00 -6.87 0.5 0.5
70.00 50.00 -6.16 0.5 0.5
75.00 50.00 -5.77 0.5 0.5
80.00 50.00 -5.52 0.5 0.5
85.00 50.00 -5.33 0.5 0.5
90.00 50.00 -5.21 0.5 0.5
95.00 50.00 -5.22 0.5 0.5
100.00 50.00 -5.41 0.5 0.5
105.00 50.00 -5.81 0.5 0.5
110.00 50.00 -6.38 0.5 0.5
115.00 50.00 -7.06 0.5 0.5
120.00 50.00 -7.71 0.5 0.5
125.00 50.00 -8.18 0.5 0.5
130.00 50.00 -8.37 0.5 0.5
135.00 50.00 -8.26 0.5 0.5
140.00 50.00 -7.85 1.0 0.0
145.00 50.00 -7.15 1.0 0.0
150.00 50.00 -6.23 1.0 0.0
155.00 50.00 -5.34 1.0 0.0
160.00 50.00 -4.83 1.0 0.0
165.00 50.00 -5.10 1.0 0.0
170.00 50.00 -6.63 1.0 0.0
175.00 50.00 -10.25 1.0 0.0
180.00 50.00 -14.63 1.0 0.0
0.00 60.00 -11.96 0.0 1.0
5.00 60.00 -17.74 0.0 1.0
10.00 60.00 -20.00 0.0 1.0
15.00 60.00 -14.62 0.0 1.0
20.00 60.00 -11.03 0.0 1.0
25.00 60.00 -8.71 0.0 1.0
30.00 60.00 -7.22 0.0 1.0
35.00 60.00 -6.49 0.0 1.0
40.00 60.00 -6.54 0.0 1.0
45.00 60.00 -7.38 0.5 0.5
50.00 60.00 -9.09 0.5 0.5
55.00 60.00 -11.87 0.5 0.5
60.00 60.00 -16.22 0.5 0.5
65.00 60.00 -22.20 0.5 0.5
70.00 60.00 -19.81 0.5 0.5
75.00 60.00 -14.98 0.5 0.5
80.00 60.00 -12.06 0.5 0.5
85.00 60.00 -10.33 0.5 0.5
90.00 60.00 -9.39 0.5 0.5
95.00 60.00 -9.08 0.5 0.5
100.00 60.00 -9.29 0.5 0.5
105.00 60.00 -9.90 0.5 0.5
110.00 60.00 -10.70 0.5 0.5
115.00 60.00 -11.27 0.5 0.5
120.00 60.00 -11.16 0.5 0.5
125.00 60.00 -10.31 0.5 0.5
130.00 60.00 -9.12 0.5 0.5
135.00 60.00 -7.94 0.5 0.5
140.00 60.00 -6.93 1.0 0.0
145.00 60.00 -6.15 1.0 0.0
150.00 60.00 -5.64 1.0 0.0
155.00 60.00 -5.45 1.0 0.0
160.00 60.00 -5.71 1.0 0.0
165.00 60.00 -6.64 1.0 0.0
170.00 60.00 -8.68 1.0 0.0
175.00 60.00 -12.64 1.0 0.0
180.00 60.00 -16.81 1.0 0.0
0.00 70.00 -15.26 0.0 1.0
5.00 70.00 -24.87 0.0 1.0
10.00 70.00 -19.32 0.0 1.0
15.00 70.00 -13.28 0.0 1.0
20.00 70.00 -9.93 0.0 1.0
25.00 70.00 -7.63 0.0 1.0
30.00 70.00 -5.95 0.0 1.0
35.00 70.00 -4.79 0.0 1.0
40.00 70.00 -4.12 0.0 1.0
45.00 70.00 -3.91 0.5 0.5
50.00 70.00 -4.10 0.5 0.5
55.00 70.00 -4.64 0.5 0.5
60.00 70.00 -5.51 0.5 0.5
65.00 70.00 -6.67 0.5 0.5
70.00 70.00 -8.13 0.5 0.5
75.00 70.00 -9.83 0.5 0.5
80.00 70.00 -11.55 0.5 0.5
85.00 70.00 -12.88 0.5 0.5
90.00 70.00 -13.51 0.5 0.5
95.00 70.00 -13.66 0.5 0.5
100.00 70.00 -13.92 0.5 0.5
105.00 70.00 -14.76 0.5 0.5
110.00 70.00 -16.61 0.5 0.5
115.00 70.00 -19.96 0.5 0.5
120.00 70.00 -22.93 0.5 0.5
125.00 70.00 -18.73 0.5 0.5
130.00 70.00 -14.17 0.5 0.5
135.00 70.00 -11.11 0.5 0.5
140.00 70.00 -9.13 1.0 0.0
145.00 70.00 -7.93 1.0 0.0
150.00 70.00 -7.36 1.0 0.0
155.00 70.00 -7.33 1.0 0.0
160.00 70.00 -7.85 1.0 0.0
165.00 70.00 -9.06 1.0 0.0
170.00 70.00 -11.37 1.0 0.0
175.00 70.00 -15.72 1.0 0.0
180.00 70.00 -20.11 1.0 0.0
0.00 80.00 -21.14 0.0 1.0
5.00 80.00 -27.44 0.0 1.0
10.00 80.00 -16.05 0.0 1.0
15.00 80.00 -11.77 0.0 1.0
20.00 80.00 -9.24 0.0 1.0
25.00 80.00 -7.44 0.0 1.0
30.00 80.00 -6.10 0.0 1.0
35.00 80.00 -5.14 0.0 1.0
40.00 80.00 -4.51 0.0 1.0
45.00 80.00 -4.18 0.5 0.5
50.00 80.00 -4.08 0.5 0.5
55.00 80.00 -4.15 0.5 0.5
60.00 80.00 -4.37 0.5 0.5
65.00 80.00 -4.72 0.5 0.5
70.00 80.00 -5.24 0.5 0.5
75.00 80.00 -5.94 0.5 0.5
80.00 80.00 -6.89 0.5 0.5
85.00 80.00 -8.11 0.5 0.5
90.00 80.00 -9.67 0.5 0.5
95.00 80.00 -11.64 0.5 0.5
100.00 80.00 -14.14 0.5 0.5
105.00 80.00 -17.48 0.5 0.5
110.00 80.00 -22.35 0.5 0.5
115.00 80.00 -27.57 0.5 0.5
120.00 80.00 -22.17 0.5 0.5
125.00 80.00 -16.99 0.5 0.5
130.00 80.00 -13.57 0.5 0.5
135.00 80.00 -11.24 0.5 0.5
140.00 80.00 -9.73 1.0 0.0
145.00 80.00 -8.90 1.0 0.0
150.00 80.00 -8.68 1.0 0.0
155.00 80.00 -9.00 1.0 0.0
160.00 80.00 -9.82 1.0 0.0
165.00 80.00 -11.28 1.0 0.0
170.00 80.00 -13.86 1.0 0.0
175.00 80.00 -18.97 1.0 0.0
180.00 80.00 -26.00 1.0 0.0
0.00 90.00 -999.99 0.0 1.0
5.00 90.00 -18.13 0.0 1.0
10.00 90.00 -12.63 0.0 1.0
15.00 90.00 -9.83 0.0 1.0
20.00 90.00 -8.15 0.0 1.0
25.00 90.00 -7.05 0.0 1.0
30.00 90.00 -6.35 0.0 1.0
35.00 90.00 -6.01 0.0 1.0
40.00 90.00 -5.99 0.0 1.0
45.00 90.00 -6.17 0.5 0.5
50.00 90.00 -6.41 0.5 0.5
55.00 90.00 -6.57 0.5 0.5
60.00 90.00 -6.57 0.5 0.5
65.00 90.00 -6.43 0.5 0.5
70.00 90.00 -6.25 0.5 0.5
75.00 90.00 -6.15 0.5 0.5
80.00 90.00 -6.21 0.5 0.5
85.00 90.00 -6.51 0.5 0.5
90.00 90.00 -7.11 0.5 0.5
95.00 90.00 -8.10 0.5 0.5
