# FGCom-mumble Far-Field Radiation Pattern
# Frequency: 121.5 MHz
# Altitude: 6000 m
# Format: Theta Phi Gain_dBi H_Polarization V_Polarization
# Theta: Elevation angle (0-180 degrees)
# Phi: Azimuth angle (0-360 degrees)
# Gain: Antenna gain in dBi
# H_Polarization: Horizontal polarization component
# V_Polarization: Vertical polarization component
0.00 0.00 -27.93 0.0 1.0
5.00 0.00 -28.91 0.0 1.0
10.00 0.00 -28.31 0.0 1.0
15.00 0.00 -23.80 0.0 1.0
20.00 0.00 -19.35 0.0 1.0
25.00 0.00 -16.21 0.0 1.0
30.00 0.00 -14.17 0.0 1.0
35.00 0.00 -13.07 0.0 1.0
40.00 0.00 -12.61 0.0 1.0
45.00 0.00 -12.37 0.5 0.5
50.00 0.00 -12.11 0.5 0.5
55.00 0.00 -11.89 0.5 0.5
60.00 0.00 -12.05 0.5 0.5
65.00 0.00 -12.81 0.5 0.5
70.00 0.00 -13.98 0.5 0.5
75.00 0.00 -15.47 0.5 0.5
80.00 0.00 -17.86 0.5 0.5
85.00 0.00 -22.91 0.5 0.5
0.00 10.00 -27.93 0.0 1.0
5.00 10.00 -29.21 0.0 1.0
10.00 10.00 -27.89 0.0 1.0
15.00 10.00 -21.95 0.0 1.0
20.00 10.00 -17.89 0.0 1.0
25.00 10.00 -15.45 0.0 1.0
30.00 10.00 -13.97 0.0 1.0
35.00 10.00 -13.21 0.0 1.0
40.00 10.00 -12.86 0.0 1.0
45.00 10.00 -12.63 0.5 0.5
50.00 10.00 -12.51 0.5 0.5
55.00 10.00 -12.62 0.5 0.5
60.00 10.00 -13.07 0.5 0.5
65.00 10.00 -13.75 0.5 0.5
70.00 10.00 -14.54 0.5 0.5
75.00 10.00 -15.81 0.5 0.5
80.00 10.00 -18.44 0.5 0.5
85.00 10.00 -23.94 0.5 0.5
0.00 20.00 -27.93 0.0 1.0
5.00 20.00 -29.52 0.0 1.0
10.00 20.00 -27.17 0.0 1.0
15.00 20.00 -20.74 0.0 1.0
20.00 20.00 -17.24 0.0 1.0
25.00 20.00 -15.42 0.0 1.0
30.00 20.00 -14.36 0.0 1.0
35.00 20.00 -13.80 0.0 1.0
40.00 20.00 -13.38 0.0 1.0
45.00 20.00 -12.97 0.5 0.5
50.00 20.00 -12.92 0.5 0.5
55.00 20.00 -13.48 0.5 0.5
60.00 20.00 -14.43 0.5 0.5
65.00 20.00 -15.24 0.5 0.5
70.00 20.00 -15.91 0.5 0.5
75.00 20.00 -17.25 0.5 0.5
80.00 20.00 -20.10 0.5 0.5
85.00 20.00 -25.66 0.5 0.5
0.00 30.00 -27.93 0.0 1.0
5.00 30.00 -29.79 0.0 1.0
10.00 30.00 -26.61 0.0 1.0
15.00 30.00 -20.13 0.0 1.0
20.00 30.00 -17.06 0.0 1.0
25.00 30.00 -15.65 0.0 1.0
30.00 30.00 -14.87 0.0 1.0
35.00 30.00 -14.31 0.0 1.0
40.00 30.00 -13.58 0.0 1.0
45.00 30.00 -12.97 0.5 0.5
50.00 30.00 -13.23 0.5 0.5
55.00 30.00 -14.60 0.5 0.5
60.00 30.00 -16.47 0.5 0.5
65.00 30.00 -17.83 0.5 0.5
70.00 30.00 -18.64 0.5 0.5
75.00 30.00 -19.75 0.5 0.5
80.00 30.00 -21.85 0.5 0.5
85.00 30.00 -26.41 0.5 0.5
0.00 40.00 -27.93 0.0 1.0
5.00 40.00 -29.96 0.0 1.0
10.00 40.00 -26.40 0.0 1.0
15.00 40.00 -20.00 0.0 1.0
20.00 40.00 -17.12 0.0 1.0
25.00 40.00 -15.88 0.0 1.0
30.00 40.00 -15.13 0.0 1.0
35.00 40.00 -14.31 0.0 1.0
40.00 40.00 -13.15 0.0 1.0
45.00 40.00 -12.40 0.5 0.5
50.00 40.00 -13.07 0.5 0.5
55.00 40.00 -15.62 0.5 0.5
60.00 40.00 -18.99 0.5 0.5
65.00 40.00 -20.06 0.5 0.5
70.00 40.00 -20.32 0.5 0.5
75.00 40.00 -21.54 0.5 0.5
80.00 40.00 -23.85 0.5 0.5
85.00 40.00 -28.66 0.5 0.5
0.00 50.00 -27.93 0.0 1.0
5.00 50.00 -30.00 0.0 1.0
10.00 50.00 -26.60 0.0 1.0
15.00 50.00 -20.26 0.0 1.0
20.00 50.00 -17.33 0.0 1.0
25.00 50.00 -15.98 0.0 1.0
30.00 50.00 -15.05 0.0 1.0
35.00 50.00 -13.90 0.0 1.0
40.00 50.00 -12.54 0.0 1.0
45.00 50.00 -11.81 0.5 0.5
50.00 50.00 -12.76 0.5 0.5
55.00 50.00 -16.43 0.5 0.5
60.00 50.00 -22.34 0.5 0.5
65.00 50.00 -20.57 0.5 0.5
70.00 50.00 -19.65 0.5 0.5
75.00 50.00 -20.76 0.5 0.5
80.00 50.00 -21.09 0.5 0.5
85.00 50.00 -24.01 0.5 0.5
0.00 60.00 -27.93 0.0 1.0
5.00 60.00 -29.91 0.0 1.0
10.00 60.00 -27.11 0.0 1.0
15.00 60.00 -20.89 0.0 1.0
20.00 60.00 -17.74 0.0 1.0
25.00 60.00 -16.09 0.0 1.0
30.00 60.00 -14.88 0.0 1.0
35.00 60.00 -13.61 0.0 1.0
40.00 60.00 -12.42 0.0 1.0
45.00 60.00 -12.03 0.5 0.5
50.00 60.00 -13.28 0.5 0.5
55.00 60.00 -17.08 0.5 0.5
60.00 60.00 -19.58 0.5 0.5
65.00 60.00 -16.52 0.5 0.5
70.00 60.00 -16.77 0.5 0.5
75.00 60.00 -19.75 0.5 0.5
80.00 60.00 -18.89 0.5 0.5
85.00 60.00 -20.40 0.5 0.5
0.00 70.00 -27.93 0.0 1.0
5.00 70.00 -29.69 0.0 1.0
10.00 70.00 -27.71 0.0 1.0
15.00 70.00 -21.84 0.0 1.0
20.00 70.00 -18.41 0.0 1.0
25.00 70.00 -16.40 0.0 1.0
30.00 70.00 -14.94 0.0 1.0
35.00 70.00 -13.69 0.0 1.0
40.00 70.00 -12.84 0.0 1.0
45.00 70.00 -12.91 0.5 0.5
50.00 70.00 -14.35 0.5 0.5
55.00 70.00 -16.40 0.5 0.5
60.00 70.00 -15.24 0.5 0.5
65.00 70.00 -13.32 0.5 0.5
70.00 70.00 -14.28 0.5 0.5
75.00 70.00 -19.24 0.5 0.5
80.00 70.00 -21.43 0.5 0.5
85.00 70.00 -21.78 0.5 0.5
0.00 80.00 -27.93 0.0 1.0
5.00 80.00 -29.38 0.0 1.0
10.00 80.00 -28.04 0.0 1.0
15.00 80.00 -22.94 0.0 1.0
20.00 80.00 -19.34 0.0 1.0
25.00 80.00 -17.01 0.0 1.0
30.00 80.00 -15.33 0.0 1.0
35.00 80.00 -14.08 0.0 1.0
40.00 80.00 -13.42 0.0 1.0
45.00 80.00 -13.62 0.5 0.5
50.00 80.00 -14.59 0.5 0.5
55.00 80.00 -14.92 0.5 0.5
60.00 80.00 -13.56 0.5 0.5
65.00 80.00 -12.57 0.5 0.5
70.00 80.00 -13.72 0.5 0.5
75.00 80.00 -18.00 0.5 0.5
80.00 80.00 -24.28 0.5 0.5
85.00 80.00 -26.88 0.5 0.5
