# FGCom-mumble Far-Field Radiation Pattern
# Frequency: 42.0 MHz
# Altitude: 20000 m
# Format: Theta Phi Gain_dBi H_Polarization V_Polarization
# Theta: Elevation angle (0-180 degrees)
# Phi: Azimuth angle (0-360 degrees)
# Gain: Antenna gain in dBi
# H_Polarization: Horizontal polarization component
# V_Polarization: Vertical polarization component
0.00 0.00 22.83 0.0 1.0
5.00 0.00 21.78 0.0 1.0
10.00 0.00 24.63 0.0 1.0
15.00 0.00 23.72 0.0 1.0
20.00 0.00 23.96 0.0 1.0
25.00 0.00 25.73 0.0 1.0
30.00 0.00 26.68 0.0 1.0
35.00 0.00 23.64 0.0 1.0
40.00 0.00 26.57 0.0 1.0
45.00 0.00 27.40 0.5 0.5
50.00 0.00 27.79 0.5 0.5
55.00 0.00 28.03 0.5 0.5
60.00 0.00 27.22 0.5 0.5
65.00 0.00 27.43 0.5 0.5
70.00 0.00 28.71 0.5 0.5
75.00 0.00 29.18 0.5 0.5
80.00 0.00 30.06 0.5 0.5
85.00 0.00 30.68 0.5 0.5
90.00 0.00 30.11 0.5 0.5
95.00 0.00 29.44 0.5 0.5
100.00 0.00 29.59 0.5 0.5
105.00 0.00 29.88 0.5 0.5
110.00 0.00 28.60 0.5 0.5
115.00 0.00 27.39 0.5 0.5
120.00 0.00 27.44 0.5 0.5
125.00 0.00 28.26 0.5 0.5
130.00 0.00 26.91 0.5 0.5
135.00 0.00 24.71 0.5 0.5
140.00 0.00 28.03 1.0 0.0
145.00 0.00 28.95 1.0 0.0
150.00 0.00 27.61 1.0 0.0
155.00 0.00 25.63 1.0 0.0
160.00 0.00 22.68 1.0 0.0
165.00 0.00 26.33 1.0 0.0
170.00 0.00 24.58 1.0 0.0
175.00 0.00 23.39 1.0 0.0
180.00 0.00 26.13 1.0 0.0
0.00 10.00 22.83 0.0 1.0
5.00 10.00 23.14 0.0 1.0
10.00 10.00 23.67 0.0 1.0
15.00 10.00 24.30 0.0 1.0
20.00 10.00 23.76 0.0 1.0
25.00 10.00 25.66 0.0 1.0
30.00 10.00 23.20 0.0 1.0
35.00 10.00 24.81 0.0 1.0
40.00 10.00 21.21 0.0 1.0
45.00 10.00 23.26 0.5 0.5
50.00 10.00 24.86 0.5 0.5
55.00 10.00 16.84 0.5 0.5
60.00 10.00 22.28 0.5 0.5
65.00 10.00 25.98 0.5 0.5
70.00 10.00 27.24 0.5 0.5
75.00 10.00 28.54 0.5 0.5
80.00 10.00 28.44 0.5 0.5
85.00 10.00 27.48 0.5 0.5
90.00 10.00 26.80 0.5 0.5
95.00 10.00 27.22 0.5 0.5
100.00 10.00 27.03 0.5 0.5
105.00 10.00 26.31 0.5 0.5
110.00 10.00 25.44 0.5 0.5
115.00 10.00 21.97 0.5 0.5
120.00 10.00 17.14 0.5 0.5
125.00 10.00 21.57 0.5 0.5
130.00 10.00 9.26 0.5 0.5
135.00 10.00 25.35 0.5 0.5
140.00 10.00 23.63 1.0 0.0
145.00 10.00 23.76 1.0 0.0
150.00 10.00 28.62 1.0 0.0
155.00 10.00 27.68 1.0 0.0
160.00 10.00 25.15 1.0 0.0
165.00 10.00 21.17 1.0 0.0
170.00 10.00 26.08 1.0 0.0
175.00 10.00 21.25 1.0 0.0
180.00 10.00 26.13 1.0 0.0
0.00 20.00 22.83 0.0 1.0
5.00 20.00 23.89 0.0 1.0
10.00 20.00 22.86 0.0 1.0
15.00 20.00 24.30 0.0 1.0
20.00 20.00 23.81 0.0 1.0
25.00 20.00 23.55 0.0 1.0
30.00 20.00 19.14 0.0 1.0
35.00 20.00 10.32 0.0 1.0
40.00 20.00 19.48 0.0 1.0
45.00 20.00 22.26 0.5 0.5
50.00 20.00 23.02 0.5 0.5
55.00 20.00 27.78 0.5 0.5
60.00 20.00 27.86 0.5 0.5
65.00 20.00 22.36 0.5 0.5
70.00 20.00 12.65 0.5 0.5
75.00 20.00 23.34 0.5 0.5
80.00 20.00 26.56 0.5 0.5
85.00 20.00 25.52 0.5 0.5
90.00 20.00 26.66 0.5 0.5
95.00 20.00 25.00 0.5 0.5
100.00 20.00 19.39 0.5 0.5
105.00 20.00 20.16 0.5 0.5
110.00 20.00 15.86 0.5 0.5
115.00 20.00 23.48 0.5 0.5
120.00 20.00 26.50 0.5 0.5
125.00 20.00 26.37 0.5 0.5
130.00 20.00 26.70 0.5 0.5
135.00 20.00 21.71 0.5 0.5
140.00 20.00 26.32 1.0 0.0
145.00 20.00 25.63 1.0 0.0
150.00 20.00 20.32 1.0 0.0
155.00 20.00 27.86 1.0 0.0
160.00 20.00 27.15 1.0 0.0
165.00 20.00 19.35 1.0 0.0
170.00 20.00 25.81 1.0 0.0
175.00 20.00 19.16 1.0 0.0
180.00 20.00 26.13 1.0 0.0
0.00 30.00 22.83 0.0 1.0
5.00 30.00 24.26 0.0 1.0
10.00 30.00 22.54 0.0 1.0
15.00 30.00 23.21 0.0 1.0
20.00 30.00 24.01 0.0 1.0
25.00 30.00 17.74 0.0 1.0
30.00 30.00 21.45 0.0 1.0
35.00 30.00 20.72 0.0 1.0
40.00 30.00 18.85 0.0 1.0
45.00 30.00 25.08 0.5 0.5
50.00 30.00 27.58 0.5 0.5
55.00 30.00 25.93 0.5 0.5
60.00 30.00 18.80 0.5 0.5
65.00 30.00 18.05 0.5 0.5
70.00 30.00 19.99 0.5 0.5
75.00 30.00 21.66 0.5 0.5
80.00 30.00 23.08 0.5 0.5
85.00 30.00 22.55 0.5 0.5
90.00 30.00 19.30 0.5 0.5
95.00 30.00 20.26 0.5 0.5
100.00 30.00 23.92 0.5 0.5
105.00 30.00 20.11 0.5 0.5
110.00 30.00 16.20 0.5 0.5
115.00 30.00 18.72 0.5 0.5
120.00 30.00 21.01 0.5 0.5
125.00 30.00 26.93 0.5 0.5
130.00 30.00 24.55 0.5 0.5
135.00 30.00 27.52 0.5 0.5
140.00 30.00 23.76 1.0 0.0
145.00 30.00 28.85 1.0 0.0
150.00 30.00 23.14 1.0 0.0
155.00 30.00 26.35 1.0 0.0
160.00 30.00 26.95 1.0 0.0
165.00 30.00 23.27 1.0 0.0
170.00 30.00 24.77 1.0 0.0
175.00 30.00 17.81 1.0 0.0
180.00 30.00 26.13 1.0 0.0
0.00 40.00 22.83 0.0 1.0
5.00 40.00 24.40 0.0 1.0
10.00 40.00 22.26 0.0 1.0
15.00 40.00 21.80 0.0 1.0
20.00 40.00 22.21 0.0 1.0
25.00 40.00 18.65 0.0 1.0
30.00 40.00 25.38 0.0 1.0
35.00 40.00 17.46 0.0 1.0
40.00 40.00 21.83 0.0 1.0
45.00 40.00 24.20 0.5 0.5
50.00 40.00 22.99 0.5 0.5
55.00 40.00 20.56 0.5 0.5
60.00 40.00 24.16 0.5 0.5
65.00 40.00 19.31 0.5 0.5
70.00 40.00 20.52 0.5 0.5
75.00 40.00 17.91 0.5 0.5
80.00 40.00 23.80 0.5 0.5
85.00 40.00 22.61 0.5 0.5
90.00 40.00 23.30 0.5 0.5
95.00 40.00 19.51 0.5 0.5
100.00 40.00 18.99 0.5 0.5
105.00 40.00 22.14 0.5 0.5
110.00 40.00 19.85 0.5 0.5
115.00 40.00 20.97 0.5 0.5
120.00 40.00 24.79 0.5 0.5
125.00 40.00 26.59 0.5 0.5
130.00 40.00 26.17 0.5 0.5
135.00 40.00 23.98 0.5 0.5
140.00 40.00 25.94 1.0 0.0
145.00 40.00 28.00 1.0 0.0
150.00 40.00 26.72 1.0 0.0
155.00 40.00 25.85 1.0 0.0
160.00 40.00 25.65 1.0 0.0
165.00 40.00 24.58 1.0 0.0
170.00 40.00 23.95 1.0 0.0
175.00 40.00 17.46 1.0 0.0
180.00 40.00 26.13 1.0 0.0
0.00 50.00 22.83 0.0 1.0
5.00 50.00 24.44 0.0 1.0
10.00 50.00 21.73 0.0 1.0
15.00 50.00 21.26 0.0 1.0
20.00 50.00 16.83 0.0 1.0
25.00 50.00 24.06 0.0 1.0
30.00 50.00 26.14 0.0 1.0
35.00 50.00 20.53 0.0 1.0
40.00 50.00 24.77 0.0 1.0
45.00 50.00 13.75 0.5 0.5
50.00 50.00 17.37 0.5 0.5
55.00 50.00 22.61 0.5 0.5
60.00 50.00 21.83 0.5 0.5
65.00 50.00 18.62 0.5 0.5
70.00 50.00 21.56 0.5 0.5
75.00 50.00 22.89 0.5 0.5
80.00 50.00 24.09 0.5 0.5
85.00 50.00 23.85 0.5 0.5
90.00 50.00 23.10 0.5 0.5
95.00 50.00 20.99 0.5 0.5
100.00 50.00 21.02 0.5 0.5
105.00 50.00 21.43 0.5 0.5
110.00 50.00 22.79 0.5 0.5
115.00 50.00 19.74 0.5 0.5
120.00 50.00 26.38 0.5 0.5
125.00 50.00 27.03 0.5 0.5
130.00 50.00 26.61 0.5 0.5
135.00 50.00 26.31 0.5 0.5
140.00 50.00 22.42 1.0 0.0
145.00 50.00 28.62 1.0 0.0
150.00 50.00 27.49 1.0 0.0
155.00 50.00 26.05 1.0 0.0
160.00 50.00 24.22 1.0 0.0
165.00 50.00 24.25 1.0 0.0
170.00 50.00 24.05 1.0 0.0
175.00 50.00 17.81 1.0 0.0
180.00 50.00 26.13 1.0 0.0
0.00 60.00 22.83 0.0 1.0
5.00 60.00 24.43 0.0 1.0
10.00 60.00 20.99 0.0 1.0
15.00 60.00 22.45 0.0 1.0
20.00 60.00 5.91 0.0 1.0
25.00 60.00 25.95 0.0 1.0
30.00 60.00 26.31 0.0 1.0
35.00 60.00 22.71 0.0 1.0
40.00 60.00 25.68 0.0 1.0
45.00 60.00 16.93 0.5 0.5
50.00 60.00 16.69 0.5 0.5
55.00 60.00 22.67 0.5 0.5
60.00 60.00 16.00 0.5 0.5
65.00 60.00 18.93 0.5 0.5
70.00 60.00 18.98 0.5 0.5
75.00 60.00 22.35 0.5 0.5
80.00 60.00 23.02 0.5 0.5
85.00 60.00 24.35 0.5 0.5
90.00 60.00 21.57 0.5 0.5
95.00 60.00 19.61 0.5 0.5
100.00 60.00 16.59 0.5 0.5
105.00 60.00 13.05 0.5 0.5
110.00 60.00 20.67 0.5 0.5
115.00 60.00 22.64 0.5 0.5
120.00 60.00 23.07 0.5 0.5
125.00 60.00 25.30 0.5 0.5
130.00 60.00 20.62 0.5 0.5
135.00 60.00 27.18 0.5 0.5
140.00 60.00 18.26 1.0 0.0
145.00 60.00 28.25 1.0 0.0
150.00 60.00 27.77 1.0 0.0
155.00 60.00 25.90 1.0 0.0
160.00 60.00 23.61 1.0 0.0
165.00 60.00 23.13 1.0 0.0
170.00 60.00 24.99 1.0 0.0
175.00 60.00 18.67 1.0 0.0
180.00 60.00 26.13 1.0 0.0
0.00 70.00 22.83 0.0 1.0
5.00 70.00 24.33 0.0 1.0
10.00 70.00 20.14 0.0 1.0
15.00 70.00 24.22 0.0 1.0
20.00 70.00 18.98 0.0 1.0
25.00 70.00 25.78 0.0 1.0
30.00 70.00 25.74 0.0 1.0
35.00 70.00 16.77 0.0 1.0
40.00 70.00 23.45 0.0 1.0
45.00 70.00 24.37 0.5 0.5
50.00 70.00 19.12 0.5 0.5
55.00 70.00 23.76 0.5 0.5
60.00 70.00 21.22 0.5 0.5
65.00 70.00 12.13 0.5 0.5
70.00 70.00 12.15 0.5 0.5
75.00 70.00 7.97 0.5 0.5
80.00 70.00 18.28 0.5 0.5
85.00 70.00 22.69 0.5 0.5
90.00 70.00 20.15 0.5 0.5
95.00 70.00 17.59 0.5 0.5
100.00 70.00 18.43 0.5 0.5
105.00 70.00 20.28 0.5 0.5
110.00 70.00 18.31 0.5 0.5
115.00 70.00 20.37 0.5 0.5
120.00 70.00 14.41 0.5 0.5
125.00 70.00 15.72 0.5 0.5
130.00 70.00 20.09 0.5 0.5
135.00 70.00 22.96 0.5 0.5
140.00 70.00 9.73 1.0 0.0
145.00 70.00 26.06 1.0 0.0
150.00 70.00 26.63 1.0 0.0
155.00 70.00 24.83 1.0 0.0
160.00 70.00 24.94 1.0 0.0
